State,Action,Reward,New_State
"[0.0, 3.0, 5.786600112915039, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 18.0]",8,-1,"[0.0, 3.0, 4.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]"
"[0.0, 3.0, 4.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]",3,0,"[0.0, 3.0, 4.856599807739258, 3.0, 7.0, 1.0, 2.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]"
"[0.0, 3.0, 4.856599807739258, 3.0, 7.0, 1.0, 2.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]",8,9,"[0.0, 3.0, 3.579900026321411, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",9,-1,"[1.0, 3.0, 6.019899845123291, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 4.0, 0.5]"
"[1.0, 3.0, 6.019899845123291, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 4.0, 0.5]",8,-1,"[0.0, 3.0, 6.719900131225586, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]"
"[0.0, 3.0, 6.719900131225586, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]",8,-1,"[0.0, 3.0, 5.293300151824951, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]"
"[0.0, 3.0, 5.293300151824951, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]",11,-1,"[0.0, 3.0, 5.186600208282471, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]"
"[0.0, 3.0, 5.186600208282471, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]",2,0,"[1.0, 2.0, 5.186600208282471, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]"
"[1.0, 2.0, 5.186600208282471, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]",8,-1,"[1.0, 2.0, 5.706600189208984, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]"
"[1.0, 2.0, 5.706600189208984, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]",10,0,"[1.0, 2.0, 5.706600189208984, 4.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]"
"[1.0, 2.0, 5.706600189208984, 4.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]",8,-1,"[1.0, 2.0, 6.926599979400635, 4.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]"
"[1.0, 2.0, 6.926599979400635, 4.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]",8,-1,"[1.0, 2.0, 8.193300247192383, 4.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]"
"[1.0, 2.0, 8.193300247192383, 4.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]",8,9,"[1.0, 2.0, 9.479900360107422, 4.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 0.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",6,10,"[1.0, 3.0, 5.723299980163574, 3.0, 7.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 3.0, 2.0, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",7,0,"[1.0, 1.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]"
"[1.0, 1.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",1,-1,"[0.0, 1.0, 4.696599960327148, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.733299970626831, 1.7999999523162842, 1.0]"
"[0.0, 1.0, 4.696599960327148, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.733299970626831, 1.7999999523162842, 1.0]",0,-1,"[0.0, 1.0, 4.413300037384033, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]"
"[0.0, 1.0, 4.413300037384033, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]",2,0,"[1.0, 2.0, 4.413300037384033, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]"
"[1.0, 2.0, 4.413300037384033, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]",7,0,"[1.0, 1.0, 4.413300037384033, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]"
"[1.0, 1.0, 4.413300037384033, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]",6,0,"[1.0, 1.0, 4.413300037384033, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]"
"[1.0, 1.0, 4.413300037384033, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]",8,-1,"[0.0, 1.0, 4.413300037384033, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]"
"[0.0, 1.0, 4.413300037384033, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",8,-1,"[0.0, 1.0, 4.413300037384033, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]"
"[0.0, 1.0, 4.413300037384033, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",7,-2,"[0.0, 1.0, 4.413300037384033, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]"
"[0.0, 1.0, 4.413300037384033, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",0,-1,"[0.0, 1.0, 4.413300037384033, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",7,0,"[1.0, 1.0, 5.999899864196777, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 0.0]"
"[1.0, 1.0, 5.999899864196777, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 0.0]",5,0,"[1.0, 1.0, 5.999899864196777, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.026599999517202377, 1.7999999523162842, 0.0]"
"[1.0, 1.0, 5.999899864196777, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.026599999517202377, 1.7999999523162842, 0.0]",3,0,"[1.0, 1.0, 5.999899864196777, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.026599999517202377, 1.7999999523162842, 0.0]"
"[1.0, 1.0, 5.999899864196777, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.026599999517202377, 1.7999999523162842, 0.0]",3,-2,"[1.0, 1.0, 5.999899864196777, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.026599999517202377, 1.7999999523162842, 0.0]"
"[1.0, 1.0, 5.999899864196777, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.026599999517202377, 1.7999999523162842, 0.0]",4,0,"[1.0, 1.0, 5.999899864196777, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.026599999517202377, 1.7999999523162842, 0.0]"
"[1.0, 1.0, 5.999899864196777, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.026599999517202377, 1.7999999523162842, 0.0]",1,-1,"[0.0, 1.0, 4.723299980163574, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]"
"[0.0, 1.0, 4.723299980163574, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]",3,-2,"[0.0, 1.0, 4.723299980163574, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]"
"[0.0, 1.0, 4.723299980163574, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]",2,0,"[1.0, 2.0, 4.723299980163574, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]"
"[1.0, 2.0, 4.723299980163574, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]",3,-2,"[1.0, 2.0, 4.723299980163574, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]"
"[1.0, 2.0, 4.723299980163574, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]",11,-1,"[1.0, 2.0, 5.449900150299072, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 16.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",5,0,"[1.0, 3.0, 5.976600170135498, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 1.0, 1.0, 0.0, 1.7999999523162842, 15.5]"
"[1.0, 3.0, 5.976600170135498, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 1.0, 1.0, 0.0, 1.7999999523162842, 15.5]",3,0,"[1.0, 3.0, 5.976600170135498, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 1.0, 0.0, 1.7999999523162842, 15.5]"
"[1.0, 3.0, 5.976600170135498, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 1.0, 0.0, 1.7999999523162842, 15.5]",6,0,"[1.0, 3.0, 5.976600170135498, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 1.0, 0.0, 1.7999999523162842, 15.5]"
"[1.0, 3.0, 5.976600170135498, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 1.0, 0.0, 1.7999999523162842, 15.5]",6,-2,"[1.0, 3.0, 5.976600170135498, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 1.0, 0.0, 1.7999999523162842, 15.5]"
"[1.0, 3.0, 5.976600170135498, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 1.0, 0.0, 1.7999999523162842, 15.5]",5,-2,"[1.0, 3.0, 5.976600170135498, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 1.0, 0.0, 1.7999999523162842, 15.5]"
"[1.0, 3.0, 5.976600170135498, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 1.0, 0.0, 1.7999999523162842, 15.5]",5,-2,"[1.0, 3.0, 5.976600170135498, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 1.0, 0.0, 1.7999999523162842, 15.5]"
"[1.0, 3.0, 5.976600170135498, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 1.0, 0.0, 1.7999999523162842, 15.5]",2,0,"[1.0, 2.0, 5.976600170135498, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 15.5]"
"[1.0, 2.0, 5.976600170135498, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 15.5]",11,9,"[1.0, 2.0, 7.443299770355225, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 14.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",2,0,"[1.0, 2.0, 5.73330020904541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.73330020904541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 1.7999999523162842, 0.0]",6,0,"[1.0, 2.0, 5.73330020904541, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.73330020904541, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 1.7999999523162842, 0.0]",1,9,"[1.0, 2.0, 8.286600112915039, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.47999998927116394, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",2,0,"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 6.0]"
"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 6.0]",7,0,"[1.0, 1.0, 5.769899845123291, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 4.5]"
"[1.0, 1.0, 5.769899845123291, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 4.5]",2,0,"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 4.5]"
"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 4.5]",6,0,"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 4.5]"
"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 4.5]",0,-1,"[1.0, 2.0, 6.509900093078613, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]"
"[1.0, 2.0, 6.509900093078613, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",6,-2,"[1.0, 2.0, 6.509900093078613, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]"
"[1.0, 2.0, 6.509900093078613, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",8,9,"[1.0, 2.0, 9.08329963684082, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",2,10,"[1.0, 2.0, 5.743299961090088, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",3,10,"[1.0, 3.0, 5.789899826049805, 3.0, 7.0, 1.0, 2.0, 0.0, 1.0, 3.0, 2.0, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",6,0,"[1.0, 3.0, 5.826600074768066, 3.0, 7.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 19.0]"
"[1.0, 3.0, 5.826600074768066, 3.0, 7.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 19.0]",10,0,"[1.0, 3.0, 5.826600074768066, 1.0, 9.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 19.0]"
"[1.0, 3.0, 5.826600074768066, 1.0, 9.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 19.0]",4,0,"[1.0, 3.0, 5.826600074768066, 1.0, 9.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 19.0]"
"[1.0, 3.0, 5.826600074768066, 1.0, 9.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 19.0]",8,-1,"[1.0, 3.0, 8.379899978637695, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 7.5]"
"[1.0, 3.0, 8.379899978637695, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 7.5]",4,-2,"[1.0, 3.0, 8.379899978637695, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 7.5]"
"[1.0, 3.0, 8.379899978637695, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 7.5]",2,0,"[1.0, 2.0, 8.379899978637695, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 6.5]"
"[1.0, 2.0, 8.379899978637695, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 6.5]",7,0,"[1.0, 1.0, 8.379899978637695, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 6.5]"
"[1.0, 1.0, 8.379899978637695, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 6.5]",2,0,"[1.0, 2.0, 8.39330005645752, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 6.5]"
"[1.0, 2.0, 8.39330005645752, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 6.5]",2,-2,"[1.0, 2.0, 8.39330005645752, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 6.5]"
"[1.0, 2.0, 8.39330005645752, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 6.5]",9,-1,"[1.0, 2.0, 8.39330005645752, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 3.0, 6.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",9,9,"[1.0, 3.0, 5.686600208282471, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013299999758601189, 0.0, 0.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",4,0,"[1.0, 3.0, 5.799900054931641, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.013299999758601189, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.799900054931641, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.013299999758601189, 1.7999999523162842, 0.0]",4,-2,"[1.0, 3.0, 5.799900054931641, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.013299999758601189, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.799900054931641, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.013299999758601189, 1.7999999523162842, 0.0]",4,-2,"[1.0, 3.0, 5.799900054931641, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.013299999758601189, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.799900054931641, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.013299999758601189, 1.7999999523162842, 0.0]",8,-1,"[0.0, 3.0, 6.98330020904541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 19.0]"
"[0.0, 3.0, 6.98330020904541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 19.0]",0,-1,"[0.0, 3.0, 6.949900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 3.0]"
"[0.0, 3.0, 6.949900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 3.0]",4,-2,"[0.0, 3.0, 6.949900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 3.0]"
"[0.0, 3.0, 6.949900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 3.0]",4,-2,"[0.0, 3.0, 6.949900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 3.0]"
"[0.0, 3.0, 6.949900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 3.0]",8,-1,"[0.0, 3.0, 6.813300132751465, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 9.0]"
"[0.0, 3.0, 6.813300132751465, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 9.0]",5,0,"[0.0, 3.0, 6.813300132751465, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 1.0, 0.0, 1.7999999523162842, 9.0]"
"[0.0, 3.0, 6.813300132751465, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 1.0, 0.0, 1.7999999523162842, 9.0]",6,0,"[0.0, 3.0, 6.813300132751465, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.7999999523162842, 9.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",3,0,"[1.0, 3.0, 5.689899921417236, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 8.0]"
"[1.0, 3.0, 5.689899921417236, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 8.0]",6,0,"[1.0, 3.0, 5.689899921417236, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 8.0]"
"[1.0, 3.0, 5.689899921417236, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 8.0]",8,9,"[0.0, 3.0, 7.009900093078613, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",8,-1,"[0.0, 3.0, 6.819900035858154, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6266000270843506, 1.7999999523162842, 1.0]"
"[0.0, 3.0, 6.819900035858154, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6266000270843506, 1.7999999523162842, 1.0]",1,-1,"[0.0, 3.0, 5.856599807739258, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6800000071525574, 1.7999999523162842, 1.0]"
"[0.0, 3.0, 5.856599807739258, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6800000071525574, 1.7999999523162842, 1.0]",1,-1,"[0.0, 3.0, 4.949900150299072, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.5199999809265137, 1.7999999523162842, 0.5]"
"[0.0, 3.0, 4.949900150299072, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.5199999809265137, 1.7999999523162842, 0.5]",9,-1,"[0.0, 3.0, 4.949900150299072, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.5199999809265137, 2.0, 0.5]"
"[0.0, 3.0, 4.949900150299072, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.5199999809265137, 2.0, 0.5]",6,0,"[0.0, 3.0, 4.949900150299072, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.5199999809265137, 2.0, 0.5]"
"[0.0, 3.0, 4.949900150299072, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.5199999809265137, 2.0, 0.5]",1,-1,"[0.0, 3.0, 4.943299770355225, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5600000023841858, 2.0, 0.5]"
